1,1338483994095042562
1,1338671871823245318
1,1338792667715694593
1,1338842676951613448
1,1338913715278598144
1338913715278598144,1365512115168022531
1338913715278598144,1351363677899800576
1338913715278598144,1343600058638331904
1,1343105345628086273
1343105345628086273,1343117736805859328
1343105345628086273,1343105408819363840
1,1345693949512601604
1345693949512601604,1578267567088898048
1345693949512601604,1577876891821670400
1345693949512601604,1577876780303937536
1,1346525741958119424
1346525741958119424,1346526857177534470
1,1590061275304062976
